feature_id,area,surface,feature,source_evidence,user_story,expected_behavior,status,last_tested,test_command,observed_behavior,error_id,fix_commit,retest_status,notes
DOC-016,Documentation,SDK API Reference,SDK API reference order examples,scripts/generate-api-docs.js; scripts/templates/api-reference.typescript.md.hbs; sdks/typescript/API_REFERENCE.md; sdks/python/API_REFERENCE.md; core/workflow-examples.json; core/test/unit/docs-copy-paste-samples.test.js,"As an SDK docs reader, I want generated Python and TypeScript API reference order examples to include valid order parameters so that copied create/build/submit/order-book snippets match SDK signatures.","Generated TypeScript API reference examples call fetchOrderBooks with an outcome-id array, createOrder/buildOrder with marketId/outcomeId/side/type/amount/price, submitOrder with a BuiltOrder returned from buildOrder, and keep CreateOrderInput documented after regeneration; generated Python examples call fetch_order_books with a list, create_order/build_order with required keyword args, submit_order with a built order, and render List[str]/Dict[str, ...] types.",fixed_retest_pass,2026-06-23,"RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/docs-copy-paste-samples.test.js; npm run extract:jsdoc --workspace=pmxt-core; node scripts/generate-api-docs.js; git diff --check; npm test --workspace=pmxt-core -- --runInBand","RED docs test caught SDK API reference examples with await exchange.fetchOrderBooks(""12345""), empty createOrder/buildOrder calls, submitOrder(""..."") placeholders, Python scalar fetch_order_books, empty create_order/build_order, submit_order(built=""..."") placeholder, and malformed Python List[string]/Dictstr type rendering. After 9a797f2, the generator emits method-specific order examples, TypeScript CreateOrderInput is generator-owned, workflow source preserves the guarded outcome shorthand, Python type rendering uses List[str]/Dict[str, T], focused docs test passed, and full core Jest passed with 753 tests and 3 skipped.",DOC-SDK-API-REFERENCE-SAMPLES-001,9a797f2,pass,Logistical generated SDK API reference sample/type UX error fixed; no live venue access or order placement required.
DOC-017,Documentation,SDK API Reference,SDK API reference positional samples,scripts/generate-api-docs.js; sdks/typescript/API_REFERENCE.md; sdks/python/API_REFERENCE.md; core/test/unit/docs-copy-paste-samples.test.js,"As an SDK docs reader, I want generated API reference examples for positional methods to pass arguments in the same positions as the SDK signatures so that copied optional-argument examples compile and call the intended parameters.","Generated TypeScript API reference examples pass positional arguments for fetchOrderBook, watchOrderBook, watchOrderBooks, fetchOpenOrders, fetchPositions, and fetchBalance; generated Python order-book/watch examples pass params dictionaries instead of string placeholders.",fixed_retest_pass,2026-06-23,"RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/docs-copy-paste-samples.test.js; node scripts/generate-api-docs.js; git diff --check; npm test --workspace=pmxt-core -- --runInBand","RED docs test caught TypeScript examples passing object-shaped optional args to positional SDK methods (fetchOrderBook, fetchOpenOrders, fetchPositions, fetchBalance, watchOrderBook, watchOrderBooks) and Python order-book/watch examples passing params=""..."". After 75fd3a0, generator overrides emit positional TypeScript calls and Python params={}, focused docs test passed, and full core Jest passed with 754 tests and 3 skipped.",DOC-SDK-API-REFERENCE-POSITIONAL-SAMPLES-001,75fd3a0,pass,Logistical generated SDK API reference positional sample UX error fixed; no live venue access or order placement required.
DOC-018,Documentation,SDK API Reference,SDK API reference object/list placeholder samples,scripts/generate-api-docs.js; sdks/typescript/API_REFERENCE.md; sdks/python/API_REFERENCE.md; core/test/unit/docs-copy-paste-samples.test.js,"As an SDK docs reader, I want generated API reference examples for object and list parameters to use real objects/lists instead of string placeholders so that copied snippets satisfy the SDK method signatures.","Generated Python and TypeScript API reference examples for fetchOHLCV, fetchTrades, getExecutionPrice, getExecutionPriceDetailed, filterMarkets, filterEvents, watchTrades, and watchAddress use valid parameter objects, fetched lists, order books, numeric timestamps, and subscription arrays instead of string placeholders.",fixed_retest_pass,2026-06-23,"RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/docs-copy-paste-samples.test.js; node scripts/generate-api-docs.js; git diff --check; npm test --workspace=pmxt-core -- --runInBand","RED docs test caught TypeScript fetchOHLCV/fetchTrades/getExecutionPrice/filter/watch examples and Python fetch_ohlcv/fetch_trades/get_execution_price/filter/watch examples using string placeholders where object, list, order-book, numeric timestamp, or subscription-array inputs are required. After 25ddcca, generator overrides emit concrete object/list examples, focused docs test passed, and full core Jest passed with 755 tests and 3 skipped.",DOC-SDK-API-REFERENCE-PLACEHOLDER-SAMPLES-001,25ddcca,pass,Logistical generated SDK API reference placeholder sample UX error fixed; no live venue access or order placement required.
DOC-019,Documentation,SDK API Reference,SDK API reference callback samples,scripts/generate-api-docs.js; sdks/typescript/API_REFERENCE.md; sdks/python/API_REFERENCE.md; core/test/unit/docs-copy-paste-samples.test.js,"As an SDK docs reader, I want generated callback examples to pass callable functions and language-native callback signatures so that copied watch helper snippets compile instead of passing strings as callbacks.","Generated TypeScript API reference examples for Limitless watchPrices, watchUserPositions, and watchUserTransactions pass inline callbacks and render callback: (data: any) => void signatures; generated Python examples define callback functions before passing them and render Callable[[Any], None] plus None returns instead of TypeScript callback/void syntax.",fixed_retest_pass,2026-06-23,"RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/docs-copy-paste-samples.test.js; node scripts/generate-api-docs.js; git diff --check; npm test --workspace=pmxt-core -- --runInBand","RED docs test caught generated TypeScript callback examples passing strings to watchPrices, watchUserPositions, and watchUserTransactions; generated Python examples passing callback=""...""; invalid TypeScript callback type text in TypeScript signatures; and Python signatures using callback: (data: any) / -> void. After e1c021e, generator emits callable examples, TypeScript callback signatures render => void, Python callback signatures render Callable[[Any], None] and void returns render None, focused docs test passed, and full core Jest passed with 756 tests and 3 skipped.",DOC-SDK-API-REFERENCE-CALLBACK-SAMPLES-001,e1c021e,pass,Logistical generated SDK API reference callback sample/signature UX error fixed; no live venue access required.
DOC-020,Documentation,SDK API Reference,Python API reference type rendering,scripts/generate-api-docs.js; sdks/python/API_REFERENCE.md; core/test/unit/docs-copy-paste-samples.test.js,"As a Python SDK docs reader, I want generated API reference signatures to use Python-native type syntax so that copied signatures and method names are understandable and do not contain TypeScript object, union, or null syntax.","Generated Python API reference signatures render inline object params as dict, TypeScript unions as Union, literal sides as Literal, nullable returns as Optional, and ById/BySlug method names as get_event_by_id/get_event_by_slug.",fixed_retest_pass,2026-06-23,"RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/docs-copy-paste-samples.test.js; node scripts/generate-api-docs.js; git diff --check; npm test --workspace=pmxt-core -- --runInBand","RED docs test caught Python API reference signatures containing Optional[{ limit?: number; cursor?: string; filter?: ... }], string | union syntax, UnifiedEvent | null returns, side: 'buy' | 'sell', and get_event_byid/get_event_byslug method names. After 0635ce0, the generator renders dict, Union, Literal, Optional, and by_id/by_slug forms, focused docs test passed with 15 tests, and full core Jest passed with 757 tests and 3 skipped.",DOC-PYTHON-API-REFERENCE-TYPE-SYNTAX-001,0635ce0,pass,Logistical generated Python API reference signature UX error fixed; no live venue access required.
PY-SDK-004,SDK,Python,Documented exchange-only helper methods,sdks/python/API_REFERENCE.md; sdks/python/pmxt/client.py; sdks/python/tests/test_public_exports.py,"As a Python SDK user reading the API reference, I want documented exchange-only helper methods to exist on the Python client so that copied preWarmMarket and Probable event lookup snippets do not fail with AttributeError.","Python Exchange exposes pre_warm_market, get_event_by_id, and get_event_by_slug; pre_warm_market dispatches preWarmMarket, Probable event lookup helpers dispatch getEventById/getEventBySlug and convert non-null responses to UnifiedEvent.",fixed_retest_pass,2026-06-23,"RED/GREEN: uv run pytest sdks/python/tests/test_public_exports.py; uv run pytest sdks/python/tests; git diff --check; npm test --workspace=pmxt-core -- --runInBand","RED Python test caught Exchange lacking pre_warm_market and Probable event lookup helpers documented in the Python API reference. After 65e9163, Exchange.pre_warm_market dispatches preWarmMarket, get_event_by_id/get_event_by_slug dispatch and convert returned event payloads, focused Python test passed with 8 tests, full Python suite passed with 249 selected tests and 66 deselected, and full core Jest passed with 757 tests and 3 skipped.",PY-SDK-DOCUMENTED-EXCHANGE-HELPERS-001,65e9163,pass,Logistical Python SDK/API-reference mismatch fixed; no live venue access required.
DOC-021,Documentation,SDK API Reference,SDK API reference getter documentation,scripts/generate-api-docs.js; scripts/templates/api-reference.typescript.md.hbs; scripts/templates/api-reference.python.md.hbs; sdks/typescript/API_REFERENCE.md; sdks/python/API_REFERENCE.md; core/test/unit/docs-copy-paste-samples.test.js,"As an SDK docs reader, I want property getters documented as properties so that copied has/implicitApi snippets do not call non-callable getters.","Generated TypeScript and Python API references render has as property access with get has(): ExchangeHas / has: ExchangeHas examples, and no longer publish implicitApi/implicit_api as callable method sections.",fixed_retest_pass,2026-06-23,"RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/docs-copy-paste-samples.test.js; node scripts/generate-api-docs.js; git diff --check; npm test --workspace=pmxt-core -- --runInBand","RED docs test caught generated TypeScript API reference showing async has(): Promise<ExchangeHas>, await exchange.has(), and implicitApi as a method; it also caught Python API reference showing def has(), exchange.has(), and implicit_api as a method. After f973898, generator/template overrides render has as property access, override the bad extracted has summary, and exclude implicitApi from method docs; focused docs test passed with 16 tests and full core Jest passed with 758 tests and 3 skipped.",DOC-SDK-API-REFERENCE-GETTER-DOCS-001,f973898,pass,Logistical generated SDK API reference getter UX error fixed; no live venue access required.
DOC-022,Documentation,SDK API Reference,SDK API reference account history and firehose coverage,scripts/extract-jsdoc.js; scripts/generate-api-docs.js; core/src/BaseExchange.ts; sdks/typescript/pmxt/client.ts; sdks/typescript/API_REFERENCE.md; sdks/python/API_REFERENCE.md; core/test/unit/docs-copy-paste-samples.test.js,"As an SDK docs reader, I want every public account-history and watch-all/firehose SDK method listed in the generated Python and TypeScript API references so that I can discover and copy the methods that the SDKs expose.","Generated Python and TypeScript SDK API references include fetchMyTrades/fetch_my_trades, fetchClosedOrders/fetch_closed_orders, fetchAllOrders/fetch_all_orders, watchAllOrderBooks/watch_all_order_books, and firehose with valid signatures and examples.",fixed_retest_pass,2026-06-23,"RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/docs-copy-paste-samples.test.js; npm run extract:jsdoc --workspace=pmxt-core; node scripts/generate-api-docs.js; npx tsc --project core/tsconfig.json --noEmit; npx tsc --project sdks/typescript/tsconfig.json --noEmit; git diff --check; npm test --workspace=pmxt-core -- --runInBand; npm test --workspace=pmxtjs","RED docs test caught generated SDK API references omitting account-history methods and hosted watch-all/firehose methods even though the SDKs, OpenAPI, CLI aliases, hosted docs, and capability maps expose them. After 9b4c47c, JSDoc extraction includes the missing account-history and SDK-only watch-all/firehose methods, generated examples are copy-pasteable, focused docs test passed with 17 tests, full core Jest passed with 759 tests and 3 skipped, and TypeScript SDK Jest passed with 59 tests.",DOC-SDK-API-REFERENCE-MISSING-METHODS-001,9b4c47c,pass,Logistical generated SDK API reference coverage UX error fixed; no live venue access or order placement required.
DOC-023,Documentation,OpenAPI SDK Samples,OpenAPI SDK date-time sample values,core/scripts/generate-openapi.js; docs/api-reference/openapi.json; docs/llms-full.txt; core/test/unit/openapi-code-samples.test.js,"As an OpenAPI docs reader, I want generated SDK samples for date filters to use valid ISO date-time strings so that copied snippets are meaningful and accepted by the documented schema.","Generated Python and TypeScript OpenAPI SDK samples for date-time params use ISO strings such as 2026-01-01T00:00:00Z and 2026-01-31T00:00:00Z instead of placeholder value strings.",fixed_retest_pass,2026-06-23,"RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/openapi-code-samples.test.js; npm run generate:openapi --workspace=pmxt-core; npm run docs:llms; rg -n 'since[=:] ""value""|until[=:] ""value""|start[=:] ""value""|end[=:] ""value""|since=""value""|until=""value""|start=""value""|end=""value""' docs/api-reference/openapi.json docs/llms-full.txt; npx tsc --project core/tsconfig.json --noEmit; git diff --check; npm test --workspace=pmxt-core -- --runInBand","RED OpenAPI sample test caught generated fetchMyTrades samples using since: ""value"" / until: ""value"". After 4d18f98, exampleValue emits ISO strings for date-time schemas, generated OpenAPI/LLMS samples have no start/end/since/until ""value"" placeholders, focused OpenAPI/LLMS tests passed with 5 tests, TypeScript compile passed, and full core Jest passed with 760 tests and 3 skipped.",DOC-OPENAPI-DATETIME-SAMPLE-VALUES-001,4d18f98,pass,Logistical generated OpenAPI SDK sample UX error fixed; no live venue access or order placement required.
DOC-024,Documentation,OpenAPI SDK Samples,OpenAPI data-feed code samples,core/scripts/generate-openapi.js; docs/api-reference/openapi.json; docs/llms-full.txt; core/test/unit/openapi-code-samples.test.js,"As a data-feed API docs reader, I want generated feed examples to use the feed client or the documented HTTP/WebSocket transport so that copied snippets do not call nonexistent prediction-market exchange methods.","Generated OpenAPI and LLMS samples for data-feed endpoints use raw HTTP for feed list and feed order book, FeedClient for SDK-backed feed methods, WebSocket subscription code for watchTicker, and no generic exchange.feed* calls or value placeholders for symbols, timeframes, or oracle feeds.",fixed_retest_pass,2026-06-23,"RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/openapi-code-samples.test.js; npm run generate:openapi --workspace=pmxt-core; npm run docs:llms; rg -n 'symbols=""value""|symbols: ""value""|timeframe=""value""|timeframe: ""value""|feed=""value""|feed: ""value""|exchange\\.feed|exchange\\.feed_' docs/api-reference/openapi.json docs/llms-full.txt; npx tsc --project core/tsconfig.json --noEmit; git diff --check; npm test --workspace=pmxt-core -- --runInBand","RED OpenAPI sample test caught feed endpoints receiving 18 generic venue samples per language instead of curated feed samples. After 9324bf3, feed operations prefer buildFeedCodeSamples, feedFetchOHLCV and feedFetchOrderBook have explicit curated samples, generated OpenAPI/LLMS docs no longer contain exchange.feed* snippets or feed value placeholders, focused OpenAPI/LLMS tests passed with 6 tests, TypeScript compile passed, and full core Jest passed with 761 tests and 3 skipped.",DOC-FEED-OPENAPI-SAMPLES-001,9324bf3,pass,"Logistical generated data-feed docs sample UX error fixed; no live feed access, venue access, or order placement required."
DOC-025,Documentation,OpenAPI SDK Samples,OpenAPI paginated list filter sample values,core/scripts/generate-openapi.js; docs/api-reference/openapi.json; docs/llms-full.txt; core/test/unit/openapi-code-samples.test.js,"As an OpenAPI docs reader, I want paginated market and event examples to avoid fake filter placeholders so that copied snippets do not pass an invalid string where the SDK expects structured filter criteria.","Generated Python and TypeScript OpenAPI and LLMS samples for fetchMarketsPaginated and fetchEventsPaginated include limit and cursor examples without inventing filter=""value"" / filter: ""value"" placeholders.",fixed_retest_pass,2026-06-23,"RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/openapi-code-samples.test.js; npm run generate:openapi --workspace=pmxt-core; npm run docs:llms; rg -n 'filter=""value""|filter: ""value""' docs/api-reference/openapi.json docs/llms-full.txt core/src/server/openapi.yaml; npx tsc --project core/tsconfig.json --noEmit; git diff --check; npm test --workspace=pmxt-core -- --runInBand","RED OpenAPI sample test caught fetchMarketsPaginated TypeScript samples passing filter: ""value"". After 998ba22, generator parameter overrides for fetchMarketsPaginated and fetchEventsPaginated emit only limit/cursor sample args, generated OpenAPI/LLMS docs have no filter value placeholders, focused OpenAPI/LLMS tests passed with 7 tests, TypeScript compile passed, and full core Jest passed with 762 tests and 3 skipped.",DOC-OPENAPI-PAGINATED-FILTER-PLACEHOLDER-001,998ba22,pass,Logistical generated paginated OpenAPI sample UX error fixed; no live venue access or order placement required.
DOC-026,Documentation,TypeScript Generated SDK Docs,TypeScript generated model reference examples,sdks/typescript/scripts/fix-generated.js; sdks/typescript/generated/docs/*.md; core/test/unit/typescript-generated-docs.test.js,"As a TypeScript generated SDK docs reader, I want model reference pages to avoid template placeholder examples so that I can rely on property tables instead of copying invalid null-filled samples.","npm run generate:sdk:typescript --workspace=pmxt-core runs the TypeScript generated SDK post-processor, removes OpenAPI Generator model example blocks with TODO/null placeholders from generated model docs, and leaves API endpoint examples untouched.",fixed_retest_pass,2026-06-23,"RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/typescript-generated-docs.test.js; npm run generate:sdk:typescript --workspace=pmxt-core; node sdks/typescript/scripts/fix-generated.js; rg -n 'TODO: Update the object below with actual values' sdks/typescript/generated/docs; npx tsc --project core/tsconfig.json --noEmit; git diff --check; npm test --workspace=pmxt-core -- --runInBand","RED generated-doc test caught OpenAPI Generator model docs publishing TODO/null placeholder examples. After 0496ee7, fix-generated.js strips model ## Example blocks from non-Api generated docs, exports cleanup helpers for isolated regression tests, normal SDK generation succeeds, placeholder scan returned no hits, TypeScript compile passed, and full core Jest passed with 764 tests and 3 skipped.",DOC-TS-GENERATED-MODEL-TODO-001,0496ee7,pass,Logistical generated SDK docs UX error fixed; generated directory is ignored so the durable fix is the post-processor and regression test; no live venue access or order placement required.
DOC-027,Documentation,TypeScript Generated SDK Docs,TypeScript generated endpoint examples,sdks/typescript/scripts/fix-generated.js; sdks/typescript/generated/docs/*Api.md; core/test/unit/typescript-generated-docs.test.js,"As a TypeScript generated SDK docs reader, I want endpoint reference pages to avoid unbound placeholder variables so that generated docs do not present non-copyable examples like feed_example or exchange_example.","npm run generate:sdk:typescript --workspace=pmxt-core runs the TypeScript generated SDK post-processor, removes generated API endpoint ### Example blocks with unbound placeholder variables from *Api.md docs, and preserves method summaries, signatures, parameter tables, return types, auth, and response details.",fixed_retest_pass,2026-06-23,"RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/typescript-generated-docs.test.js; npm run generate:sdk:typescript --workspace=pmxt-core; rg -n '\\b[A-Za-z0-9_]+_example\\b' sdks/typescript/generated/docs/DataFeedsApi.md sdks/typescript/generated/docs/DefaultApi.md; rg -n 'TODO: Update the object below with actual values' sdks/typescript/generated/docs; npx tsc --project core/tsconfig.json --noEmit; git diff --check; npm test --workspace=pmxt-core -- --runInBand","RED generated-doc test caught the missing API-doc cleanup helpers while generated *Api.md docs still contained unbound feed_example/exchange_example placeholders. After d116c1e, fix-generated.js strips generated API endpoint ### Example blocks from *Api.md files, normal SDK generation removes placeholder examples from 2 generated API docs, placeholder scans returned no hits, TypeScript compile passed, and full core Jest passed with 766 tests and 3 skipped.",DOC-TS-GENERATED-ENDPOINT-PLACEHOLDER-001,d116c1e,pass,Logistical generated SDK endpoint docs UX error fixed; generated directory is ignored so the durable fix is the post-processor and regression test; no live venue access or order placement required.
DOC-028,Documentation,TypeScript Generated SDK Docs,TypeScript generated README usage example,sdks/typescript/scripts/fix-generated.js; sdks/typescript/generated/README.md; core/test/unit/typescript-generated-docs.test.js,"As a TypeScript generated SDK reader, I want the generated README to avoid unbound placeholder quickstart code so that the ignored generated package docs do not publish invalid feed_example/symbol_example snippets.","npm run generate:sdk:typescript --workspace=pmxt-core runs the TypeScript generated SDK post-processor, removes the generated README's placeholder Usage example block, and preserves install instructions plus generated API endpoint/model documentation tables.",fixed_retest_pass,2026-06-23,"RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/typescript-generated-docs.test.js; npm run generate:sdk:typescript --workspace=pmxt-core; rg -n '\\b[A-Za-z0-9_]+_example\\b|TODO: Update the object below with actual values|Next, try it out' sdks/typescript/generated/README.md sdks/typescript/generated/docs; npx tsc --project core/tsconfig.json --noEmit; git diff --check; npm test --workspace=pmxt-core -- --runInBand","RED generated-doc test caught missing README usage cleanup helpers while generated README still published feed_example/symbol_example placeholders. After 42fefca, fix-generated.js strips the generated README usage block between Next, try it out and ## Documentation, normal SDK generation removes the placeholder block, placeholder scans returned no hits across generated README/docs, TypeScript compile passed, and full core Jest passed with 768 tests and 3 skipped.",DOC-TS-GENERATED-README-PLACEHOLDER-001,42fefca,pass,Logistical generated SDK README UX error fixed; generated directory is ignored so the durable fix is the post-processor and regression test; no live venue access or order placement required.
DOC-029,Documentation,OpenAPI SDK Samples,OpenAPI public SDK sample targets,core/scripts/generate-openapi.js; core/src/server/openapi.yaml; docs/api-reference/openapi.json; docs/llms-full.txt; docs/concepts/venues.mdx; core/test/unit/openapi-code-samples.test.js,"As an OpenAPI docs reader, I want generated public SDK samples to show only user-facing constructor targets with realistic market/event list filters so that copied snippets do not instantiate internal mocks, use Router for unsupported generic methods, or pass placeholder filter strings.","Generated sidecar and hosted OpenAPI docs scope SDK samples to capability-supported public venues; hosted docs strip internal mock constructor metadata; Router samples appear only for router-backed operations; fetchMarkets/fetchEvents examples use query, limit, and status instead of sourceExchange/series/filter/category ""value"" placeholders; generated venue/LLMS docs are synced to pmxt-core 2.17.1.",fixed_retest_pass,2026-06-23,"RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/openapi-code-samples.test.js; npm run build --workspace=pmxt-core; npm run generate:openapi --workspace=pmxt-core; npm run generate:mintlify --workspace=pmxt-core; npm run docs:llms; rg -n 'pmxt\.Mock|import \{ Mock \}|new Mock|""className"": ""Mock""' docs/api-reference/openapi.json docs/llms-full.txt; rg -n 'source_exchange=""value""|sourceExchange: ""value""|series=""value""|series: ""value""|filter=""value""|filter: ""value""|category=""value""|category: ""value""' docs/api-reference/openapi.json docs/llms-full.txt core/src/server/openapi.yaml; npm test --workspace=pmxt-core -- --runInBand core/test/unit/openapi-code-samples.test.js core/test/unit/llms-docs.test.js core/test/unit/mintlify-venues.test.js; npx tsc --project core/tsconfig.json --noEmit; git diff --check; npm test --workspace=pmxt-core -- --runInBand","RED OpenAPI sample tests caught public hosted constructor metadata containing mock, generic loadMarkets samples containing Router, fetchMarkets/fetchEvents placeholder filters, and a stale capability map missing Hyperliquid/GeminiTitan/Hunch. After bd34ca7, generated docs contain no Mock SDK samples or generic filter value placeholders, Router remains in documented router-backed operations, current public venues remain in market/event samples, focused docs tests passed with 12 tests, TypeScript compile passed, and full core Jest passed with 772 tests and 3 skipped.",DOC-OPENAPI-PUBLIC-SDK-SAMPLES-001,bd34ca7,pass,"Logistical generated OpenAPI/LLMS docs UX error fixed; no live venue access, feed access, funds-moving behavior, or order placement required."
DOC-030,Documentation,OpenAPI SDK Samples,Router order-book SDK samples,core/scripts/generate-openapi.js; docs/api-reference/openapi.json; core/test/unit/openapi-code-samples.test.js; core/src/router/Router.ts,"As an OpenAPI docs reader, I want fetchOrderBook examples to instantiate only venue clients that can call the method with the shown constructor arguments so that copied Router examples do not fail immediately at runtime.","Generated hosted OpenAPI samples do not include Router for fetchOrderBook because Router.fetchOrderBook requires configured exchange instances; Router samples remain available for catalog-backed and router-only operations such as fetchMarkets, fetchEvents, fetchSeries, and fetchMarketMatches.",fixed_retest_pass,2026-06-23,"RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/openapi-code-samples.test.js; npm run generate:openapi --workspace=pmxt-core; npm run docs:llms; node -e OpenAPI label check for fetchOrderBook/fetchMarkets/fetchEvents/fetchSeries/fetchMarketMatches; npm test --workspace=pmxt-core -- --runInBand core/test/unit/openapi-code-samples.test.js core/test/unit/llms-docs.test.js; npx tsc --project core/tsconfig.json --noEmit; git diff --check; npm test --workspace=pmxt-core -- --runInBand","RED OpenAPI sample test caught fetchOrderBook still publishing Python and TypeScript Router samples even though Router.fetchOrderBook throws without RouterOptions.exchanges. After 6f0ed22, generated public OpenAPI has zero Router labels for fetchOrderBook while retaining Router labels for fetchMarkets, fetchEvents, fetchSeries, and fetchMarketMatches; focused OpenAPI/LLMS tests passed with 11 tests, TypeScript compile passed, and full core Jest passed with 772 tests and 3 skipped.",DOC-OPENAPI-ROUTER-ORDERBOOK-SAMPLE-001,6f0ed22,pass,"Logistical generated OpenAPI docs UX error fixed; no live venue access, feed access, funds-moving behavior, or order placement required."
DOC-031,Documentation,OpenAPI SDK Samples,OpenAPI SDK positional and typed sample calls,core/scripts/generate-openapi.js; docs/api-reference/openapi.json; docs/llms-full.txt; core/test/unit/openapi-code-samples.test.js; sdks/typescript/pmxt/client.ts; sdks/python/pmxt/client.py,"As an OpenAPI SDK docs reader, I want generated examples to match the Python and TypeScript SDK method signatures and value types so that copied snippets call positional methods correctly and do not pass placeholder objects where concrete SDK objects are required.","Generated TypeScript OpenAPI samples call fetchOrder, cancelOrder, fetchOpenOrders, fetchPositions, fetchBalance, fetchOHLCV, and fetchTrades with positional arguments; TypeScript date filters use Date objects where the SDK types require Date; Python OHLCV samples use datetime objects; execution-price samples in both languages use a concrete OrderBook instead of an orderBook string placeholder; account samples use a syntactically valid example address instead of 0xabc....",fixed_retest_pass,2026-06-23,"RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/openapi-code-samples.test.js; npm run generate:openapi --workspace=pmxt-core; npm run docs:llms; node -e OpenAPI object-call/orderBook/address scan; npm test --workspace=pmxt-core -- --runInBand core/test/unit/openapi-code-samples.test.js core/test/unit/llms-docs.test.js; npm run build --workspace=pmxt-core; git diff --check; npm test --workspace=pmxt-core -- --runInBand","RED OpenAPI sample tests caught generated TypeScript samples calling fetchOrder({ orderId: ... }) and execution-price samples passing orderBook=""orderBook"". The audit also found fetchOHLCV/fetchTrades/fetchOpenOrders/fetchPositions/fetchBalance/cancelOrder using object-shaped TypeScript calls despite positional SDK signatures, ISO string dates where TypeScript/Python SDK methods require Date/datetime values, and 0xabc... address placeholders. After 48055b6, generated OpenAPI and LLMS samples use positional SDK calls, SDK-native date values, concrete OrderBook examples, and a valid example address; focused OpenAPI/LLMS tests passed with 13 tests, core build passed, diff check passed, and full core Jest passed with 774 tests and 3 skipped.",DOC-OPENAPI-SDK-POSITIONAL-SAMPLES-001,48055b6,pass,"Logistical generated OpenAPI/LLMS code-sample UX error fixed; no live venue access, feed access, funds-moving behavior, or order placement required."
DOC-032,Documentation,TypeScript SDK API Reference,TypeScript API reference sync member rendering,scripts/generate-api-docs.js; scripts/templates/api-reference.typescript.md.hbs; sdks/typescript/API_REFERENCE.md; core/test/unit/docs-copy-paste-samples.test.js; sdks/typescript/pmxt/client.ts; core/src/BaseExchange.ts,"As a TypeScript SDK API reference reader, I want synchronous properties and helpers to be documented without await or Promise wrappers so that copied examples and return expectations match the runtime SDK behavior.","Generated TypeScript API reference renders has as a property returning ExchangeHas, getExecutionPrice as getExecutionPrice(orderBook: OrderBook, side: 'buy' | 'sell', amount: number): number, the getExecutionPrice return line as number, and the getExecutionPrice example without await while keeping async methods such as getExecutionPriceDetailed documented as Promise-returning calls.",fixed_retest_pass,2026-06-23,"RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/docs-copy-paste-samples.test.js; node scripts/generate-api-docs.js; rg -n 'await exchange\.getExecutionPrice\(orderBook|Promise<ExchangeHas>|async getExecutionPrice\(orderBook|Promise<number> - Average execution price' sdks/typescript/API_REFERENCE.md; npx tsc --project core/tsconfig.json --noEmit; git diff --check; npm test --workspace=pmxt-core -- --runInBand","RED docs-copy-paste test caught sdks/typescript/API_REFERENCE.md still showing await exchange.getExecutionPrice(orderBook, ""buy"", 50) and **Returns:** Promise<ExchangeHas> for the has property. After 664baa0, the generator marks TypeScript sync members, the template renders sync signatures and return lines without Promise wrappers, generated TypeScript API reference has no stale sync-member strings, focused docs test passed with 17 tests, TypeScript compile passed, diff check passed, and full core Jest passed with 774 tests and 3 skipped.",DOC-TS-API-REFERENCE-SYNC-PROMISE-001,664baa0,pass,"Logistical generated TypeScript API reference UX error fixed; no live venue access, feed access, funds-moving behavior, or order placement required."
